cell_name,crate_label,specific_energy_wh_kg,specific_power_w_kg,technology
BCAP3000,gcpl_maxwell3000F_1_5A,3.901395217937627,4.930974006652832,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.9155094674811295,4.916176795959473,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.9298267354111496,4.901379108428955,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.9440731207044575,4.886213779449463,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.958546936872362,4.871415138244629,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.972463296373913,4.856525897979736,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,3.9866604616252506,4.8417277336120605,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.000706604955291,4.826746463775635,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.0149504534541975,4.811948299407959,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.028990280572372,4.797059059143066,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.042587592891308,4.782261371612549,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.056249003815253,4.767463207244873,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.070423417283347,4.752665519714356,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.083736525733337,4.737868309020996,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.097586152247482,4.722978115081787,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.111496703638832,4.70790433883667,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.125180130383206,4.692923069000244,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.1387159557518505,4.678033351898193,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.152338504292442,4.663143634796143,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.165529650318364,4.648253917694092,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.179245411909145,4.6330885887146,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.192737006710654,4.618290424346924,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.2063132489102,4.60330867767334,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.219666786943108,4.588419437408447,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.2329261630666535,4.573529243469238,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.24611720629729,4.558731555938721,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.2592907867283065,4.543934345245361,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.272093767671267,4.529044151306152,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.28518141845124,4.514246463775635,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.2980508405785685,4.499356746673584,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.310952477257406,4.484375,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.324109811771488,4.469577312469482,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.336752388448303,4.454595565795898,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.349624551397119,4.439798355102539,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.362355385056454,4.424999713897705,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.374896462655919,4.410202503204346,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.387591078845751,4.395312309265137,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.400194141222838,4.380514621734619,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.412778995983796,4.36571741104126,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.425369692934787,4.350919246673584,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.437700464536009,4.336121559143066,Li-ion
BCAP3000,gcpl_maxwell3000F_1_5A,4.450013275154468,4.321323871612549,Li-ion
